Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2023-03-25 18:00:00,1744.31000000,1746.45000000,1715.19000000,1716.98000000,61267.75730000,1679774399999,105938737.02745200,94974,26445.25650000,45732963.31814300,0
2023-03-25 20:00:00,1716.97000000,1740.00000000,1713.09000000,1732.76000000,31639.31040000,1679781599999,54681509.99396700,55914,16556.04640000,28622289.90205100,0
2023-03-25 22:00:00,1732.76000000,1743.92000000,1731.22000000,1741.88000000,17125.45710000,1679788799999,29781994.43390900,32938,9678.49640000,16830989.58525900,0
2023-03-26 00:00:00,1741.88000000,1756.61000000,1739.31000000,1751.70000000,24728.36070000,1679795999999,43242771.53237000,45270,12440.90030000,21756826.44152500,0
2023-03-26 02:00:00,1751.70000000,1754.87000000,1747.48000000,1749.57000000,13393.58150000,1679803199999,23455940.88724600,25058,6009.77130000,10524996.48952400,0
2023-03-26 04:00:00,1749.58000000,1754.43000000,1746.00000000,1753.24000000,10706.59610000,1679810399999,18726684.42394000,23554,5418.62350000,9478625.59685300,0
2023-03-26 06:00:00,1753.23000000,1755.72000000,1750.41000000,1752.55000000,16318.66820000,1679817599999,28598972.19209200,32346,8526.44020000,14942872.70887300,0
2023-03-26 08:00:00,1752.55000000,1787.64000000,1749.80000000,1774.99000000,55418.58010000,1679824799999,98192748.26751800,85897,27368.78470000,48506064.01597200,0
2023-03-26 10:00:00,1775.00000000,1782.31000000,1766.40000000,1777.76000000,24719.05670000,1679831999999,43804905.70959900,43526,12038.21180000,21335634.65877700,0
2023-03-26 12:00:00,1777.77000000,1801.00000000,1770.87000000,1796.47000000,56699.99640000,1679839199999,101210944.12400200,75169,29065.44820000,51873346.17078600,0
2023-03-26 14:00:00,1796.48000000,1796.99000000,1753.02000000,1762.81000000,67501.28630000,1679846399999,119464588.17315000,93654,34999.19380000,61910025.05789300,0
2023-03-26 16:00:00,1762.81000000,1768.46000000,1754.33000000,1766.97000000,24620.38790000,1679853599999,43383839.11884700,43850,12274.50670000,21631398.50860500,0
2023-03-26 18:00:00,1766.98000000,1771.82000000,1763.88000000,1765.82000000,13622.88530000,1679860799999,24069593.63632500,28818,6785.05070000,11988526.04928900,0
2023-03-26 20:00:00,1765.83000000,1769.69000000,1754.39000000,1764.12000000,18885.50930000,1679867999999,33244960.98325100,39927,8849.97440000,15581103.89810200,0
2023-03-26 22:00:00,1764.11000000,1783.70000000,1761.22000000,1773.88000000,28318.32870000,1679875199999,50264539.22433000,55549,14741.36130000,26162472.72305500,0
2023-03-27 00:00:00,1773.88000000,1780.48000000,1762.97000000,1763.31000000,30958.58840000,1679882399999,54868492.77663200,50927,15123.93590000,26808768.71121400,0
2023-03-27 02:00:00,1763.31000000,1767.60000000,1758.94000000,1765.00000000,21736.07890000,1679889599999,38344206.20352800,40917,10312.49590000,18191990.15164900,0
2023-03-27 04:00:00,1765.01000000,1767.89000000,1747.23000000,1750.30000000,28549.49700000,1679896799999,50229232.36879500,43535,13068.16130000,22989405.44787000,0
2023-03-27 06:00:00,1750.31000000,1756.04000000,1746.57000000,1752.20000000,26830.79460000,1679903999999,47018962.54129300,47638,13872.41770000,24311132.80377300,0
2023-03-27 08:00:00,1752.20000000,1765.02000000,1749.37000000,1763.38000000,25297.62730000,1679911199999,44479170.25108000,47540,12372.08590000,21748958.63588100,0
2023-03-27 10:00:00,1763.37000000,1770.20000000,1760.14000000,1765.42000000,19970.76510000,1679918399999,35251767.53803900,43475,10042.40540000,17727106.09345700,0
2023-03-27 12:00:00,1765.42000000,1769.33000000,1749.11000000,1754.93000000,39150.34470000,1679925599999,68828392.82392800,66762,17710.26730000,31136250.40089200,0
2023-03-27 14:00:00,1754.92000000,1757.97000000,1686.13000000,1711.74000000,187112.09160000,1679932799999,321005301.08901600,210568,85381.20380000,146494240.32242400,0
2023-03-27 16:00:00,1711.73000000,1732.00000000,1704.30000000,1707.92000000,81555.97880000,1679939999999,140106285.83871300,102805,41324.07780000,70986306.29581100,0
2023-03-27 18:00:00,1707.92000000,1719.50000000,1701.06000000,1704.58000000,35550.57470000,1679947199999,60863498.76687300,50648,17417.19950000,29827727.24501200,0
2023-03-27 20:00:00,1704.59000000,1717.21000000,1696.29000000,1713.01000000,42794.15470000,1679954399999,73045684.39095300,58205,21658.77820000,36973393.07550000,0
2023-03-27 22:00:00,1713.01000000,1716.94000000,1707.06000000,1715.22000000,31057.00650000,1679961599999,53156975.63099000,47233,16345.40150000,27980624.52674100,0
2023-03-28 00:00:00,1715.21000000,1726.94000000,1701.13000000,1717.02000000,46977.76910000,1679968799999,80468965.74702400,64414,25005.01030000,42824922.12748600,0
2023-03-28 02:00:00,1717.01000000,1718.85000000,1709.25000000,1711.65000000,17428.60170000,1679975999999,29856073.00927500,31392,8428.71940000,14438859.99732600,0
2023-03-28 04:00:00,1711.65000000,1724.31000000,1709.53000000,1724.30000000,28720.30180000,1679983199999,49286298.04153100,38807,15947.88340000,27372230.24774800,0
2023-03-28 06:00:00,1724.31000000,1735.93000000,1723.00000000,1724.53000000,35918.02580000,1679990399999,62144748.60763500,54343,20257.31850000,35050303.16026500,0
2023-03-28 08:00:00,1724.54000000,1729.30000000,1716.15000000,1718.70000000,22673.70580000,1679997599999,39084898.25451900,38270,11240.43660000,19379072.70183100,0
2023-03-28 10:00:00,1718.70000000,1754.48000000,1709.87000000,1745.48000000,62522.42470000,1680004799999,108147681.51750400,88441,31307.12980000,54155348.53985200,0
2023-03-28 12:00:00,1745.48000000,1751.07000000,1730.02000000,1737.60000000,51955.24200000,1680011999999,90375823.75661800,74784,27115.90040000,47166346.59731500,0
2023-03-28 14:00:00,1737.59000000,1751.41000000,1735.71000000,1744.08000000,50136.32260000,1680019199999,87393012.32912100,66555,27636.10930000,48169611.81522600,0
2023-03-28 16:00:00,1744.08000000,1747.53000000,1727.35000000,1736.42000000,35896.57210000,1680026399999,62309225.62439700,56331,18049.45350000,31331539.78953500,0
2023-03-28 18:00:00,1736.42000000,1795.73000000,1735.33000000,1785.85000000,120082.25880000,1680033599999,212491509.33550500,149802,65231.43110000,115404608.84124000,0
2023-03-28 20:00:00,1785.84000000,1790.54000000,1762.00000000,1769.05000000,37657.76650000,1680040799999,66904546.24996000,62283,19623.28120000,34874299.40657000,0
2023-03-28 22:00:00,1769.04000000,1777.75000000,1766.39000000,1772.99000000,26542.40640000,1680047999999,47044601.67658900,41465,16534.54290000,29308953.59996300,0
2023-03-29 00:00:00,1773.00000000,1788.99000000,1772.48000000,1778.47000000,39956.88050000,1680055199999,71074484.13311700,53802,20891.62450000,37159439.31367900,0
2023-03-29 02:00:00,1778.47000000,1782.72000000,1775.01000000,1778.07000000,23148.90650000,1680062399999,41183499.85774800,38333,12525.52920000,22283598.38762700,0
2023-03-29 04:00:00,1778.06000000,1799.00000000,1778.06000000,1789.67000000,45306.92330000,1680069599999,81106346.90774900,67385,25165.01470000,45043838.00605100,0
2023-03-29 06:00:00,1789.67000000,1818.00000000,1786.34000000,1804.86000000,81618.97210000,1680076799999,147332122.47316400,114422,44391.42080000,80120180.00707600,0
2023-03-29 08:00:00,1804.85000000,1827.99000000,1799.66000000,1814.24000000,85884.56690000,1680083999999,156132639.59053300,121089,45937.49070000,83510328.02514600,0
2023-03-29 10:00:00,1814.25000000,1817.79000000,1805.00000000,1811.22000000,37714.99760000,1680091199999,68326185.15056000,64046,19606.19050000,35517935.46217600,0
2023-03-29 12:00:00,1811.23000000,1815.00000000,1801.45000000,1810.18000000,47291.93580000,1680098399999,85508704.98642600,73215,24267.88690000,43879930.62865200,0
2023-03-29 14:00:00,1810.17000000,1816.42000000,1792.43000000,1807.68000000,53583.44960000,1680105599999,96612014.45218600,84487,26878.62090000,48469371.46297800,0
2023-03-29 16:00:00,1807.67000000,1808.62000000,1791.88000000,1798.50000000,32834.36700000,1680112799999,59093858.79199600,53414,17359.45330000,31242604.32137400,0
2023-03-29 18:00:00,1798.51000000,1812.00000000,1795.89000000,1809.02000000,26792.63440000,1680119999999,48330676.13599200,43927,15781.90690000,28469854.82674200,0
2023-03-29 20:00:00,1809.02000000,1809.60000000,1794.37000000,1794.61000000,21973.94660000,1680127199999,39648489.59567900,37819,9850.47860000,17772491.12749700,0
2023-03-29 22:00:00,1794.61000000,1800.00000000,1782.71000000,1793.07000000,40758.01690000,1680134399999,72993289.00708400,58561,21290.92890000,38138350.74268500,0
2023-03-30 00:00:00,1793.06000000,1799.26000000,1776.43000000,1791.09000000,47110.72190000,1680141599999,84256486.38736100,73730,25379.07360000,45390753.05097600,0
2023-03-30 02:00:00,1791.09000000,1829.69000000,1766.50000000,1787.66000000,139608.27250000,1680148799999,251192956.31201000,179473,69301.81300000,124726371.53400000,0
2023-03-30 04:00:00,1787.66000000,1799.36000000,1785.52000000,1797.13000000,33754.73760000,1680155999999,60554189.19644400,54782,17617.40450000,31606274.80058300,0
2023-03-30 06:00:00,1797.13000000,1813.27000000,1792.80000000,1806.47000000,44942.32870000,1680163199999,80916931.35645300,79610,23909.67150000,43051044.59075300,0
2023-03-30 08:00:00,1806.46000000,1808.46000000,1793.40000000,1800.63000000,32842.51510000,1680170399999,59147240.54730500,54310,17400.58620000,31338594.70074400,0
2023-03-30 10:00:00,1800.64000000,1807.27000000,1798.27000000,1804.62000000,23086.83780000,1680177599999,41625313.97835900,42693,13320.17940000,24015857.66077800,0
2023-03-30 12:00:00,1804.62000000,1805.88000000,1793.13000000,1797.69000000,34917.74750000,1680184799999,62900841.36390200,59033,17266.89240000,31106001.40826800,0
2023-03-30 14:00:00,1797.69000000,1798.72000000,1784.18000000,1789.42000000,55197.62090000,1680191999999,98906454.40771100,73829,27187.95510000,48721294.74759600,0
2023-03-30 16:00:00,1789.41000000,1791.82000000,1763.00000000,1770.18000000,72138.38050000,1680199199999,128276709.08672100,94219,35459.11060000,63059108.18718600,0
2023-03-30 18:00:00,1770.19000000,1784.20000000,1767.21000000,1781.62000000,31426.31890000,1680206399999,55800351.47912500,47096,17379.68150000,30857450.74822400,0
2023-03-30 20:00:00,1781.63000000,1798.96000000,1779.10000000,1792.80000000,34303.54350000,1680213599999,61472192.35803100,57031,18694.42950000,33497723.01281100,0
2023-03-30 22:00:00,1792.79000000,1800.00000000,1781.84000000,1793.61000000,30361.01450000,1680220799999,54347717.30697800,60678,16908.85880000,30270383.18570300,0
2023-03-31 00:00:00,1793.60000000,1817.99000000,1789.42000000,1802.35000000,53659.14300000,1680227999999,96886164.88837600,78967,27952.54770000,50477289.54908600,0
2023-03-31 02:00:00,1802.35000000,1808.72000000,1799.39000000,1803.22000000,23290.38030000,1680235199999,42011128.40636600,51752,12340.95110000,22261296.21341100,0
2023-03-31 04:00:00,1803.23000000,1808.50000000,1792.63000000,1796.62000000,23898.03000000,1680242399999,43055034.29581400,51817,11398.78030000,20538855.59347600,0
2023-03-31 06:00:00,1796.61000000,1800.00000000,1777.91000000,1795.23000000,45575.58130000,1680249599999,81576906.58376900,72957,20132.50250000,36034188.57980200,0
2023-03-31 08:00:00,1795.23000000,1798.23000000,1786.17000000,1790.16000000,32140.18660000,1680256799999,57600151.94455500,71592,17474.35780000,31314024.78216800,0
2023-03-31 10:00:00,1790.16000000,1799.72000000,1788.85000000,1792.89000000,26239.55130000,1680263999999,47062017.42457300,58207,13388.61540000,24015044.25721100,0
2023-03-31 12:00:00,1792.90000000,1840.00000000,1790.56000000,1826.30000000,99720.12750000,1680271199999,181434458.23754200,149702,59316.20680000,107944237.27049900,0
2023-03-31 14:00:00,1826.30000000,1847.28000000,1824.06000000,1830.60000000,100743.46920000,1680278399999,184912710.11031600,145512,51457.66500000,94462757.30660000,0
2023-03-31 16:00:00,1830.60000000,1834.64000000,1819.04000000,1825.53000000,38700.11580000,1680285599999,70725109.98669300,56427,20410.39790000,37300805.39146900,0
2023-03-31 18:00:00,1825.53000000,1831.71000000,1818.09000000,1829.22000000,42244.50300000,1680292799999,77062758.90302800,52685,22182.58680000,40465695.95402800,0
2023-03-31 20:00:00,1829.23000000,1829.32000000,1813.95000000,1824.26000000,38957.58580000,1680299999999,70991217.26800300,61850,20226.39220000,36859798.70595900,0
2023-03-31 22:00:00,1824.26000000,1830.03000000,1821.05000000,1821.52000000,29356.80240000,1680307199999,53579278.97621900,51488,12908.75150000,23563169.33841800,0
2023-04-01 00:00:00,1821.52000000,1834.32000000,1819.61000000,1833.43000000,23763.68050000,1680314399999,43370923.56583100,49920,13068.41010000,23851737.66133500,0
2023-04-01 02:00:00,1833.43000000,1842.83000000,1823.70000000,1825.99000000,26819.82210000,1680321599999,49124709.71954800,66223,13878.48410000,25425648.74454200,0
2023-04-01 04:00:00,1825.99000000,1829.67000000,1820.19000000,1825.58000000,17638.61960000,1680328799999,32189496.69632600,49782,8576.93480000,15654411.78586700,0
2023-04-01 06:00:00,1825.58000000,1826.23000000,1812.12000000,1823.46000000,34217.15780000,1680335999999,62298034.27023200,70895,17771.28110000,32351554.30324700,0
2023-04-01 08:00:00,1823.47000000,1828.44000000,1821.07000000,1824.48000000,23361.80990000,1680343199999,42641689.01609900,51647,11681.07990000,21321821.08511400,0
2023-04-01 10:00:00,1824.48000000,1828.66000000,1822.25000000,1824.04000000,21067.15880000,1680350399999,38468515.82071500,45574,10936.84650000,19971127.13174800,0
2023-04-01 12:00:00,1824.04000000,1827.13000000,1822.44000000,1825.28000000,20145.04830000,1680357599999,36773828.95480000,39438,10022.04770000,18294286.36778100,0
2023-04-01 14:00:00,1825.29000000,1825.85000000,1814.22000000,1820.38000000,30904.11480000,1680364799999,56235321.01134500,57294,13749.45260000,25019381.23114900,0
2023-04-01 16:00:00,1820.38000000,1824.33000000,1807.81000000,1816.83000000,29799.96250000,1680371999999,54179212.52015000,48977,13348.25880000,24265691.11859800,0
2023-04-01 18:00:00,1816.83000000,1817.42000000,1811.40000000,1814.76000000,14669.91090000,1680379199999,26615524.31620900,31889,8008.86380000,14529374.54220700,0
2023-04-01 20:00:00,1814.76000000,1824.70000000,1814.47000000,1820.70000000,19876.25410000,1680386399999,36169529.25025700,42064,12192.04830000,22188252.07487400,0
2023-04-01 22:00:00,1820.70000000,1825.72000000,1819.37000000,1820.79000000,10641.42810000,1680393599999,19393842.93467900,25556,5709.10620000,10404844.94870900,0
2023-04-02 00:00:00,1820.80000000,1823.61000000,1811.98000000,1811.99000000,18756.80930000,1680400799999,34065366.78459300,40450,9540.68670000,17325554.04446800,0
2023-04-02 02:00:00,1811.98000000,1818.87000000,1809.73000000,1817.68000000,19066.04920000,1680407999999,34583843.89607500,43499,10674.73060000,19363240.31896000,0
2023-04-02 04:00:00,1817.68000000,1822.56000000,1813.42000000,1821.87000000,17419.78070000,1680415199999,31661052.46505700,39406,10371.73640000,18854647.26055100,0
2023-04-02 06:00:00,1821.86000000,1824.81000000,1819.01000000,1820.60000000,17071.42400000,1680422399999,31102986.48696300,51883,8688.60400000,15830144.52512000,0
2023-04-02 08:00:00,1820.59000000,1823.66000000,1816.34000000,1821.72000000,19837.65530000,1680429599999,36100081.69872400,42373,11458.82320000,20855164.70699100,0
2023-04-02 10:00:00,1821.73000000,1822.05000000,1815.25000000,1817.42000000,14640.08790000,1680436799999,26622116.42197400,33511,6833.34740000,12425590.34798100,0
2023-04-02 12:00:00,1817.42000000,1819.91000000,1805.01000000,1813.93000000,38802.93020000,1680443999999,70349081.96931100,69146,17021.70060000,30858018.72347800,0
2023-04-02 14:00:00,1813.93000000,1817.00000000,1789.10000000,1797.54000000,51520.39970000,1680451199999,92740493.79630700,87439,24706.89840000,44471542.92088400,0
2023-04-02 16:00:00,1797.54000000,1803.92000000,1785.12000000,1801.52000000,33039.24170000,1680458399999,59320826.18646100,61562,17665.78160000,31715365.02844600,0
2023-04-02 18:00:00,1801.52000000,1802.01000000,1771.70000000,1781.75000000,37706.21890000,1680465599999,67389256.42124200,62850,16999.50510000,30386214.80715100,0
2023-04-02 20:00:00,1781.75000000,1792.92000000,1777.35000000,1786.95000000,26917.88560000,1680472799999,48079956.86590400,57839,14639.08000000,26151537.94080300,0
2023-04-02 22:00:00,1786.95000000,1795.81000000,1778.02000000,1794.51000000,27344.45600000,1680479999999,48894213.17156000,47747,13992.32960000,25019501.43820900,0
2023-04-03 00:00:00,1794.51000000,1794.56000000,1762.77000000,1771.89000000,51227.04800000,1680487199999,91089648.13775000,79200,22539.73340000,40068553.61834500,0
2023-04-03 02:00:00,1771.89000000,1779.18000000,1769.22000000,1778.34000000,34221.86970000,1680494399999,60738559.37629800,63036,17653.11660000,31331216.79489100,0
2023-04-03 04:00:00,1778.33000000,1782.41000000,1772.54000000,1778.47000000,20308.85500000,1680501599999,36097231.52877100,51399,9979.34900000,17738013.78090500,0
2023-04-03 06:00:00,1778.47000000,1795.00000000,1777.59000000,1794.87000000,32761.34410000,1680508799999,58553693.90794600,83954,18394.26650000,32875167.70276300,0
2023-04-03 08:00:00,1794.86000000,1817.50000000,1794.74000000,1809.36000000,67068.29780000,1680515999999,121425987.52620500,115718,34226.39380000,61964672.81307400,0
2023-04-03 10:00:00,1809.35000000,1814.49000000,1801.44000000,1807.69000000,36266.92200000,1680523199999,65552789.34923000,73179,16899.18090000,30548561.00421200,0
2023-04-03 12:00:00,1807.69000000,1822.35000000,1797.50000000,1808.36000000,40529.27010000,1680530399999,73234990.66749500,92821,22174.69240000,40079391.09172000,0
2023-04-03 14:00:00,1808.35000000,1811.14000000,1788.64000000,1797.11000000,49364.94590000,1680537599999,88806837.72317900,100898,24355.27640000,43820445.21304300,0
2023-04-03 16:00:00,1797.12000000,1806.86000000,1791.40000000,1800.61000000,32979.57010000,1680544799999,59295891.09584800,59340,16165.63390000,29071140.17143500,0
2023-04-03 18:00:00,1800.61000000,1839.99000000,1798.34000000,1818.89000000,108180.18100000,1680551999999,197398344.34468400,152054,58114.35550000,106037739.18348500,0
2023-04-03 20:00:00,1818.88000000,1819.86000000,1768.27000000,1795.09000000,107797.02290000,1680559199999,192761447.54834000,154986,51450.75820000,91980347.40088200,0
2023-04-03 22:00:00,1795.10000000,1818.18000000,1793.49000000,1810.51000000,47798.33530000,1680566399999,86481379.23132700,72096,26304.16150000,47588847.26821500,0
2023-04-04 00:00:00,1810.51000000,1816.83000000,1802.01000000,1807.24000000,32497.71910000,1680573599999,58778157.42944500,51787,17636.53670000,31898658.01350700,0
2023-04-04 02:00:00,1807.23000000,1813.40000000,1805.57000000,1807.62000000,19702.46090000,1680580799999,35650943.95101600,52092,10719.25310000,19396923.38024000,0
2023-04-04 04:00:00,1807.61000000,1810.76000000,1803.17000000,1808.83000000,17716.13140000,1680587999999,32015828.92123300,55207,9042.50870000,16341079.80116500,0
2023-04-04 06:00:00,1808.83000000,1823.07000000,1807.75000000,1812.20000000,49354.03710000,1680595199999,89604634.55019600,78433,26037.23830000,47272266.78893400,0
2023-04-04 08:00:00,1812.21000000,1832.84000000,1811.04000000,1829.32000000,49542.35830000,1680602399999,90310004.16808400,99438,28549.25460000,52040326.94249300,0
2023-04-04 10:00:00,1829.33000000,1875.00000000,1828.13000000,1864.91000000,157296.63890000,1680609599999,291918311.05950600,229713,84370.23770000,156489838.28031200,0
2023-04-04 12:00:00,1864.90000000,1891.91000000,1857.17000000,1864.47000000,110367.06490000,1680616799999,206459887.73134900,175583,55214.03170000,103303159.94785500,0
2023-04-04 14:00:00,1864.48000000,1879.96000000,1851.95000000,1862.96000000,75093.17420000,1680623999999,140035121.90491500,122713,38254.56310000,71347700.51726900,0
2023-04-04 16:00:00,1862.96000000,1873.74000000,1857.16000000,1870.41000000,35192.05900000,1680631199999,65660569.58277800,62901,17079.60120000,31868917.57653900,0
2023-04-04 18:00:00,1870.41000000,1872.12000000,1862.27000000,1868.92000000,24323.54940000,1680638399999,45417294.26261300,50741,12033.70400000,22468431.99106400,0
2023-04-04 20:00:00,1868.92000000,1887.00000000,1866.45000000,1871.58000000,30238.39520000,1680645599999,56692438.20414600,66858,15758.81360000,29544613.67344200,0
2023-04-04 22:00:00,1871.57000000,1875.48000000,1859.21000000,1870.37000000,20885.05270000,1680652799999,39008506.88798700,41959,9622.30470000,17974582.44620300,0
2023-04-05 00:00:00,1870.38000000,1925.00000000,1864.58000000,1911.02000000,98456.44070000,1680659999999,187422630.67608800,159321,53461.76380000,101736971.10026200,0
2023-04-05 02:00:00,1911.02000000,1925.00000000,1904.69000000,1912.37000000,37411.98890000,1680667199999,71520623.40560500,79820,18013.93910000,34445470.51361200,0
2023-04-05 04:00:00,1912.37000000,1918.00000000,1907.19000000,1911.93000000,23346.80000000,1680674399999,44627865.22216300,58450,10768.84690000,20585732.30999900,0
2023-04-05 06:00:00,1911.92000000,1914.24000000,1907.58000000,1909.96000000,22621.19980000,1680681599999,43237155.07039100,79424,10106.98710000,19318769.46116400,0
2023-04-05 08:00:00,1909.96000000,1915.02000000,1903.51000000,1909.30000000,30242.49230000,1680688799999,57767449.03677000,77875,15006.68700000,28662909.53208200,0
2023-04-05 10:00:00,1909.29000000,1921.70000000,1908.72000000,1914.56000000,25368.37200000,1680695999999,48539543.66071200,68964,12389.39790000,23707581.91889200,0
2023-04-05 12:00:00,1914.56000000,1942.98000000,1893.93000000,1912.90000000,92659.90890000,1680703199999,177466931.23916000,173015,49001.00330000,93855103.49010600,0
2023-04-05 14:00:00,1912.91000000,1917.51000000,1882.31000000,1897.20000000,99845.27770000,1680710399999,189490915.58259500,152713,51777.86430000,98276261.54573800,0
2023-04-05 16:00:00,1897.21000000,1902.26000000,1887.55000000,1898.14000000,41985.93590000,1680717599999,79588822.69483200,75335,21248.38640000,40281206.32493300,0
2023-04-05 18:00:00,1898.14000000,1918.00000000,1891.10000000,1909.19000000,38631.89940000,1680724799999,73577563.75614200,67341,20060.71190000,38211413.06278500,0
2023-04-05 20:00:00,1909.18000000,1915.36000000,1903.00000000,1911.32000000,20629.24290000,1680731999999,39381270.76046100,48431,10549.22980000,20136958.45451600,0
2023-04-05 22:00:00,1911.33000000,1913.69000000,1907.14000000,1908.69000000,17395.95700000,1680739199999,33226060.68664400,36342,8953.90750000,17102258.22067600,0
2023-04-06 00:00:00,1908.68000000,1909.91000000,1885.95000000,1898.41000000,43310.70330000,1680746399999,82164068.69191100,78700,19191.94910000,36408155.06883800,0
2023-04-06 02:00:00,1898.41000000,1900.27000000,1888.67000000,1898.88000000,19650.52930000,1680753599999,37249495.90231600,55664,8738.79050000,16568074.85978200,0
2023-04-06 04:00:00,1898.87000000,1898.88000000,1880.00000000,1887.76000000,28153.33580000,1680760799999,53201651.44493500,72437,13471.96590000,25461686.13319100,0
2023-04-06 06:00:00,1887.77000000,1893.13000000,1876.54000000,1879.22000000,28692.26870000,1680767999999,54111063.60174700,76386,14311.45490000,26989875.02057900,0
2023-04-06 08:00:00,1879.22000000,1885.50000000,1870.20000000,1875.51000000,33661.65170000,1680775199999,63247042.98491500,82428,17164.95050000,32252857.02862100,0
2023-04-06 10:00:00,1875.52000000,1875.52000000,1853.70000000,1868.68000000,60221.03150000,1680782399999,112269361.82475200,115736,27219.67440000,50742697.25085500,0
2023-04-06 12:00:00,1868.68000000,1875.98000000,1854.66000000,1866.83000000,52562.75900000,1680789599999,97978463.57611600,109558,24902.27800000,46424319.42161300,0
2023-04-06 14:00:00,1866.83000000,1878.67000000,1863.23000000,1874.55000000,41849.18350000,1680796799999,78316064.77016100,95284,21409.77410000,40064797.29776900,0
2023-04-06 16:00:00,1874.54000000,1882.99000000,1871.96000000,1874.78000000,33373.36450000,1680803999999,62660154.69487800,73338,14766.73570000,27724828.90064600,0
2023-04-06 18:00:00,1874.77000000,1878.45000000,1865.99000000,1871.29000000,20579.08090000,1680811199999,38519911.50286400,55280,11202.70900000,20972352.39750800,0
2023-04-06 20:00:00,1871.30000000,1872.89000000,1870.40000000,1872.89000000,463.26180000,1680818399999,866981.27811300,1860,266.14090000,498154.91699700,0
2023-02-11 06:00:00,1517.67000000,1523.29000000,1514.96000000,1520.81000000,12953.72420000,1676102399999,19669831.70859400,27266,6041.37620000,9174093.42844700,0
2023-02-11 08:00:00,1520.80000000,1526.80000000,1518.97000000,1522.36000000,35472.05010000,1676109599999,54002540.25096900,36205,16063.67160000,24458695.45989100,0
2023-02-11 10:00:00,1522.37000000,1523.01000000,1515.00000000,1520.16000000,34656.77300000,1676116799999,52628741.35710200,33597,17393.89230000,26413921.10156100,0
2023-02-11 12:00:00,1520.16000000,1525.19000000,1515.00000000,1523.15000000,23698.23960000,1676123999999,36043814.59208200,39207,12525.00540000,19051830.40666600,0
2023-02-11 14:00:00,1523.15000000,1526.71000000,1519.16000000,1522.83000000,23656.39690000,1676131199999,36031557.80435900,43756,11112.91810000,16926948.74245100,0
2023-02-11 16:00:00,1522.83000000,1522.99000000,1515.00000000,1518.18000000,18430.23450000,1676138399999,27985489.71048400,36996,7233.65570000,10982527.94178500,0
2023-02-11 18:00:00,1518.17000000,1521.39000000,1505.00000000,1518.58000000,26125.17800000,1676145599999,39556810.85285800,36995,11821.40310000,17897867.63681800,0
2023-02-11 20:00:00,1518.58000000,1537.02000000,1516.65000000,1534.41000000,27855.21770000,1676152799999,42533443.30137700,44674,14330.39170000,21886402.53616600,0
2023-02-11 22:00:00,1534.41000000,1543.00000000,1530.66000000,1538.51000000,26315.78890000,1676159999999,40472270.19202500,42782,13184.13250000,20277429.19224000,0
2023-02-12 00:00:00,1538.50000000,1539.27000000,1532.08000000,1533.61000000,17778.49130000,1676167199999,27293714.47954200,33756,8526.98660000,13091157.12365100,0
2023-02-12 02:00:00,1533.60000000,1536.08000000,1530.05000000,1531.15000000,11190.64450000,1676174399999,17156374.62992800,25081,5322.29420000,8159885.52570000,0
