Open time,Close,High,Low,Volume
2023-02-06 06:00:00,1635.41,1635.69,1619.47,26175.2791
2023-02-06 08:00:00,1630.07,1637.89,1627.71,26654.8894
2023-02-06 10:00:00,1634.81,1636.44,1622.45,28275.4334
2023-02-06 12:00:00,1628.64,1638.43,1627.04,26576.2256
2023-02-06 14:00:00,1649.01,1649.3,1619.86,53432.2436
2023-02-06 16:00:00,1647.48,1658.56,1639.81,48349.4195
2023-02-06 18:00:00,1648.29,1655.0,1640.48,21689.5141
2023-02-06 20:00:00,1638.33,1649.34,1635.41,14749.5893
2023-02-06 22:00:00,1614.29,1638.77,1605.01,56634.1275
2023-02-07 00:00:00,1625.94,1627.01,1613.14,23150.2943
2023-02-07 02:00:00,1633.47,1635.27,1621.42,25792.8666
2023-02-07 04:00:00,1635.0,1637.77,1631.06,22455.2386
2023-02-07 06:00:00,1632.29,1638.06,1631.14,20009.3264
2023-02-07 08:00:00,1641.78,1644.0,1628.84,34588.7607
2023-02-07 10:00:00,1640.71,1647.87,1639.8,27984.5386
2023-02-07 12:00:00,1639.09,1644.92,1633.91,23431.4586
2023-02-07 14:00:00,1630.59,1641.33,1626.63,32921.8949
2023-02-07 16:00:00,1671.74,1675.0,1624.39,75595.1357
2023-02-07 18:00:00,1656.35,1678.37,1625.73,92311.0952
2023-02-07 20:00:00,1667.52,1674.2,1650.56,42505.4695
2023-02-07 22:00:00,1671.03,1677.82,1659.06,31176.3209
2023-02-08 00:00:00,1682.06,1697.91,1668.08,62693.014
2023-02-08 02:00:00,1680.97,1683.94,1675.3,24778.6162
2023-02-08 04:00:00,1675.82,1682.94,1672.0,18656.1676
2023-02-08 06:00:00,1677.67,1679.15,1671.93,18159.8444
2023-02-08 08:00:00,1673.17,1677.91,1669.41,24804.5708
2023-02-08 10:00:00,1673.9,1676.03,1667.9,20885.8579
2023-02-08 12:00:00,1674.64,1677.15,1668.3,28191.2194
2023-02-08 14:00:00,1653.08,1681.98,1649.51,72180.7308
2023-02-08 16:00:00,1657.29,1660.0,1630.47,74761.7859
2023-02-08 18:00:00,1647.69,1659.99,1641.36,31759.7536
